Experiment,Group,Subject,TrialType,Kind,Object,Rating
2,CB,CB9,Color,ArtifactNFC,mug,1
2,CB,CB9,Color,ArtifactNFC,book,1
2,CB,CB9,Color,ArtifactNFC,purse,1
2,CB,CB9,Color,ArtifactFC,crayon,1
2,CB,CB9,Color,ArtifactNFC,lunch box,7
2,CB,CB9,Color,ArtifactNFC,suitcase,1
2,CB,CB9,Color,ArtifactNFC,couch,1
2,CB,CB9,Color,ArtifactNFC,shoes,1
2,CB,CB9,Color,ArtifactNFC,vacuum,1
2,CB,CB9,Function,Natural,wood,1
2,CB,CB9,Function,Natural,rock,1
2,CB,CB9,Function,Natural,mud,5
2,CB,CB9,Function,Natural,gold,1
2,CB,CB9,Function,Natural,grass,7
2,CB,CB9,Function,Natural,leaf,7
2,CB,CB9,Function,Natural,tree bark,2
2,CB,CB9,Function,Natural,water,1
2,CB,CB9,Function,Natural,dirt,7
2,CB,CB9,Function,Natural,flower,1
2,CB,CB9,Function,Artifact,hole puncher,7
2,CB,CB9,Function,Artifact,stapler,7
2,CB,CB9,Function,Artifact,hammer,7
2,CB,CB9,Function,Artifact,drill,7
2,CB,CB9,Function,Artifact,iron,7
2,CB,CB9,Function,Artifact,toaster,7
2,CB,CB9,Function,Artifact,coffee maker,7
2,CB,CB9,Function,Artifact,bed,1
2,CB,CB9,Function,Artifact,pencil,1
2,CB,CB9,Function,Artifact,bathtub,7
2,CB,CB9,Filler,Natural,dog,1
2,CB,CB9,Filler,Natural,pumpkin,1
2,CB,CB9,Filler,Natural,cucumber,1
2,CB,CB9,Filler,Natural,tree branch,1
2,CB,CB9,Filler,Natural,pebble,1
2,CB,CB9,Filler,Natural,seashell,1
2,CB,CB9,Filler,Natural,orange,7
2,CB,CB9,Filler,Natural,sand,7
2,CB,CB9,Filler,Natural,watermelon,7
2,CB,CB9,Filler,Natural,mouse,7
2,CB,CB9,Filler,Natural,acorn,7
2,CB,CB9,Filler,Natural,snake,1
2,CB,CB9,Filler,Natural,pineapple,7
2,CB,CB9,Filler,Artifact,chair,1
2,CB,CB9,Filler,Artifact,coffee table,1
2,CB,CB9,Filler,Artifact,knife,1
2,CB,CB9,Filler,Artifact,rug,1
2,CB,CB9,Filler,Artifact,coat,1
2,CB,CB9,Filler,Artifact,bowl,1
2,CB,CB9,Filler,Artifact,door,1
2,CB,CB10,Color,Natural,strawberry,5
2,CB,CB10,Color,Natural,banana,5
2,CB,CB10,Color,Natural,broccoli,5
2,CB,CB10,Color,Natural,lemon,6
2,CB,CB10,Color,Natural,coal,5
2,CB,CB10,Color,Natural,snow,4
2,CB,CB10,Color,Natural,flamingo,5
2,CB,CB10,Color,Natural,elephant,5
2,CB,CB10,Color,Natural,ruby,6
2,CB,CB10,Color,Natural,pearl,4
2,CB,CB10,Color,ArtifactFC,go traffic,7
2,CB,CB10,Color,ArtifactFC,fire truck,6
2,CB,CB10,Color,ArtifactFC,basketball,6
2,CB,CB10,Color,ArtifactFC,taxi cab,5
2,CB,CB10,Color,ArtifactFC,police uniform,6
2,CB,CB10,Color,ArtifactFC,dollar bill,7
2,CB,CB10,Color,ArtifactFC,tennis ball,6
2,CB,CB10,Color,ArtifactFC,chalkboard,5
2,CB,CB10,Color,ArtifactNFC,toilet,4
2,CB,CB10,Color,ArtifactFC,street sign,2
2,CB,CB10,Color,ArtifactNFC,pants,2
2,CB,CB10,Color,ArtifactNFC,mug,2
2,CB,CB10,Color,ArtifactNFC,book,5
2,CB,CB10,Color,ArtifactNFC,purse,2
2,CB,CB10,Color,ArtifactFC,crayon,2
2,CB,CB10,Color,ArtifactNFC,lunch box,1
2,CB,CB10,Color,ArtifactNFC,suitcase,4
2,CB,CB10,Color,ArtifactNFC,couch,3
2,CB,CB10,Color,ArtifactNFC,shoes,1
2,CB,CB10,Color,ArtifactNFC,vacuum,3
2,CB,CB10,Function,Natural,wood,4
2,CB,CB10,Function,Natural,rock,3
2,CB,CB10,Function,Natural,mud,2
2,CB,CB10,Function,Natural,gold,3
2,CB,CB10,Function,Natural,grass,4
2,CB,CB10,Function,Natural,leaf,3
2,CB,CB10,Function,Natural,tree bark,2
2,CB,CB10,Function,Natural,water,4
2,CB,CB10,Function,Natural,dirt,5
2,CB,CB10,Function,Natural,flower,5
2,CB,CB10,Function,Artifact,hole puncher,7
2,CB,CB10,Function,Artifact,stapler,5
2,CB,CB10,Function,Artifact,hammer,5
2,CB,CB10,Function,Artifact,drill,6
2,CB,CB10,Function,Artifact,iron,6
2,CB,CB10,Function,Artifact,toaster,6
2,CB,CB10,Function,Artifact,coffee maker,6
2,CB,CB10,Function,Artifact,bed,4
2,CB,CB10,Function,Artifact,pencil,6
2,CB,CB10,Function,Artifact,bathtub,6
2,CB,CB10,Filler,Natural,dog,1
2,CB,CB10,Filler,Natural,pumpkin,5
2,CB,CB10,Filler,Natural,cucumber,4
2,CB,CB10,Filler,Natural,tree branch,2
2,CB,CB10,Filler,Natural,pebble,5
2,CB,CB10,Filler,Natural,seashell,2
2,CB,CB10,Filler,Natural,orange,6
2,CB,CB10,Filler,Natural,sand,6
2,CB,CB10,Filler,Natural,watermelon,6
2,CB,CB10,Filler,Natural,mouse,5
2,CB,CB10,Filler,Natural,acorn,6
2,CB,CB10,Filler,Natural,snake,6
2,CB,CB10,Filler,Natural,pineapple,5
2,CB,CB10,Filler,Artifact,chair,4
2,CB,CB10,Filler,Artifact,coffee table,3
2,CB,CB10,Filler,Artifact,knife,3
2,CB,CB10,Filler,Artifact,rug,3
2,CB,CB10,Filler,Artifact,coat,4
2,CB,CB10,Filler,Artifact,bowl,3
2,CB,CB10,Filler,Artifact,door,3
2,CB,CB11,Color,Natural,strawberry,7
2,CB,CB11,Color,Natural,banana,6
2,CB,CB11,Color,Natural,broccoli,7
2,CB,CB11,Color,Natural,lemon,7
2,CB,CB11,Color,Natural,coal,7
2,CB,CB11,Color,Natural,snow,7
2,CB,CB11,Color,Natural,flamingo,7
2,CB,CB11,Color,Natural,elephant,6
2,CB,CB11,Color,Natural,ruby,7
2,CB,CB11,Color,Natural,pearl,6
2,CB,CB11,Color,ArtifactFC,go traffic,7
2,CB,CB11,Color,ArtifactFC,fire truck,7
2,CB,CB11,Color,ArtifactFC,basketball,7
2,CB,CB11,Color,ArtifactFC,taxi cab,7
2,CB,CB11,Color,ArtifactFC,police uniform,7
2,CB,CB11,Color,ArtifactFC,dollar bill,
2,CB,CB11,Color,ArtifactFC,tennis ball,5
2,CB,CB11,Color,ArtifactFC,chalkboard,7
2,CB,CB11,Color,ArtifactNFC,toilet,6
2,CB,CB11,Color,ArtifactFC,street sign,6
2,CB,CB11,Color,ArtifactNFC,pants,4
2,CB,CB11,Color,ArtifactNFC,mug,4
2,CB,CB11,Color,ArtifactNFC,book,6
2,CB,CB11,Color,ArtifactNFC,purse,4
2,CB,CB11,Color,ArtifactFC,crayon,3
2,CB,CB11,Color,ArtifactNFC,lunch box,4
2,CB,CB11,Color,ArtifactNFC,suitcase,5
2,CB,CB11,Color,ArtifactNFC,couch,5
2,CB,CB11,Color,ArtifactNFC,shoes,3
2,CB,CB11,Color,ArtifactNFC,vacuum,5
2,CB,CB11,Function,Natural,wood,3
2,CB,CB11,Function,Natural,rock,6
2,CB,CB11,Function,Natural,mud,4
2,CB,CB11,Function,Natural,gold,4
2,CB,CB11,Function,Natural,grass,4
2,CB,CB11,Function,Natural,leaf,1
2,CB,CB11,Function,Natural,tree bark,2
2,CB,CB11,Function,Natural,water,6
2,CB,CB11,Function,Natural,dirt,3
2,CB,CB11,Function,Natural,flower,5
2,CB,CB11,Function,Artifact,hole puncher,7
2,CB,CB11,Function,Artifact,stapler,7
2,CB,CB11,Function,Artifact,hammer,5
2,CB,CB11,Function,Artifact,drill,7
2,CB,CB11,Function,Artifact,iron,7
2,CB,CB11,Function,Artifact,toaster,7
2,CB,CB11,Function,Artifact,coffee maker,7
2,CB,CB11,Function,Artifact,bed,6
2,CB,CB11,Function,Artifact,pencil,6
2,CB,CB11,Function,Artifact,bathtub,7
2,CB,CB11,Filler,Natural,dog,4
2,CB,CB11,Filler,Natural,pumpkin,5
2,CB,CB11,Filler,Natural,cucumber,6
2,CB,CB11,Filler,Natural,tree branch,4
2,CB,CB11,Filler,Natural,pebble,6
2,CB,CB11,Filler,Natural,seashell,4
2,CB,CB11,Filler,Natural,orange,7
2,CB,CB11,Filler,Natural,sand,5
2,CB,CB11,Filler,Natural,watermelon,6
2,CB,CB11,Filler,Natural,mouse,6
2,CB,CB11,Filler,Natural,acorn,7
2,CB,CB11,Filler,Natural,snake,7
2,CB,CB11,Filler,Natural,pineapple,7
2,CB,CB11,Filler,Artifact,chair,5
2,CB,CB11,Filler,Artifact,coffee table,6
2,CB,CB11,Filler,Artifact,knife,7
2,CB,CB11,Filler,Artifact,rug,6
2,CB,CB11,Filler,Artifact,coat,6
2,CB,CB11,Filler,Artifact,bowl,4
2,CB,CB11,Filler,Artifact,door,7
2,CB,CB12,Color,Natural,strawberry,7
2,CB,CB12,Color,Natural,banana,4
2,CB,CB12,Color,Natural,broccoli,6
2,CB,CB12,Color,Natural,lemon,7
2,CB,CB12,Color,Natural,coal,5
2,CB,CB12,Color,Natural,snow,6
2,CB,CB12,Color,Natural,flamingo,6
2,CB,CB12,Color,Natural,elephant,6
2,CB,CB12,Color,Natural,ruby,7
2,CB,CB12,Color,Natural,pearl,5
2,CB,CB12,Color,ArtifactFC,go traffic,7
2,CB,CB12,Color,ArtifactFC,fire truck,7
2,CB,CB12,Color,ArtifactFC,basketball,6
2,CB,CB12,Color,ArtifactFC,taxi cab,6
2,CB,CB12,Color,ArtifactFC,police uniform,6
2,CB,CB12,Color,ArtifactFC,dollar bill,
2,CB,CB12,Color,ArtifactFC,tennis ball,5
2,CB,CB12,Color,ArtifactFC,chalkboard,6
2,CB,CB12,Color,ArtifactNFC,toilet,5
2,CB,CB12,Color,ArtifactFC,street sign,6
2,CB,CB12,Color,ArtifactNFC,pants,3
2,CB,CB12,Color,ArtifactNFC,mug,5
2,CB,CB12,Color,ArtifactNFC,book,4
2,CB,CB12,Color,ArtifactNFC,purse,5
2,CB,CB12,Color,ArtifactFC,crayon,3
2,CB,CB12,Color,ArtifactNFC,lunch box,3
2,CB,CB12,Color,ArtifactNFC,suitcase,3
2,CB,CB12,Color,ArtifactNFC,couch,5
2,CB,CB12,Color,ArtifactNFC,shoes,3
2,CB,CB12,Color,ArtifactNFC,vacuum,5
2,CB,CB12,Function,Natural,wood,6
2,CB,CB12,Function,Natural,rock,5
2,CB,CB12,Function,Natural,mud,4
2,CB,CB12,Function,Natural,gold,4
2,CB,CB12,Function,Natural,grass,2
2,CB,CB12,Function,Natural,leaf,6
2,CB,CB12,Function,Natural,tree bark,7
2,CB,CB12,Function,Natural,water,6
2,CB,CB12,Function,Natural,dirt,6
2,CB,CB12,Function,Natural,flower,5
2,CB,CB12,Function,Artifact,hole puncher,7
2,CB,CB12,Function,Artifact,stapler,7
2,CB,CB12,Function,Artifact,hammer,7
2,CB,CB12,Function,Artifact,drill,7
2,CB,CB12,Function,Artifact,iron,5
2,CB,CB12,Function,Artifact,toaster,7
2,CB,CB12,Function,Artifact,coffee maker,6
2,CB,CB12,Function,Artifact,bed,5
2,CB,CB12,Function,Artifact,pencil,7
2,CB,CB12,Function,Artifact,bathtub,5
2,CB,CB12,Filler,Natural,dog,3
2,CB,CB12,Filler,Natural,pumpkin,4
2,CB,CB12,Filler,Natural,cucumber,3
2,CB,CB12,Filler,Natural,tree branch,5
2,CB,CB12,Filler,Natural,pebble,4
2,CB,CB12,Filler,Natural,seashell,3
2,CB,CB12,Filler,Natural,orange,4
2,CB,CB12,Filler,Natural,sand,6
2,CB,CB12,Filler,Natural,watermelon,6
2,CB,CB12,Filler,Natural,mouse,5
2,CB,CB12,Filler,Natural,acorn,6
2,CB,CB12,Filler,Natural,snake,5
2,CB,CB12,Filler,Natural,pineapple,7
2,CB,CB12,Filler,Artifact,chair,4
2,CB,CB12,Filler,Artifact,coffee table,3
2,CB,CB12,Filler,Artifact,knife,3
2,CB,CB12,Filler,Artifact,rug,5
2,CB,CB12,Filler,Artifact,coat,5
2,CB,CB12,Filler,Artifact,bowl,4
2,CB,CB12,Filler,Artifact,door,6
2,CB,CB13,Color,Natural,strawberry,7
2,CB,CB13,Color,Natural,banana,7
2,CB,CB13,Color,Natural,broccoli,7
2,CB,CB13,Color,Natural,lemon,7
2,CB,CB13,Color,Natural,coal,7
2,CB,CB13,Color,Natural,snow,5
2,CB,CB13,Color,Natural,flamingo,7
2,CB,CB13,Color,Natural,elephant,1
2,CB,CB13,Color,Natural,ruby,7
2,CB,CB13,Color,Natural,pearl,1
2,CB,CB13,Color,ArtifactFC,go traffic,7
2,CB,CB13,Color,ArtifactFC,fire truck,7
2,CB,CB13,Color,ArtifactFC,basketball,3
2,CB,CB13,Color,ArtifactFC,taxi cab,7
2,CB,CB13,Color,ArtifactFC,police uniform,7
2,CB,CB13,Color,ArtifactFC,dollar bill,
2,CB,CB13,Color,ArtifactFC,tennis ball,1
2,CB,CB13,Color,ArtifactFC,chalkboard,7
2,CB,CB13,Color,ArtifactNFC,toilet,3
2,CB,CB13,Color,ArtifactFC,street sign,1
2,CB,CB13,Color,ArtifactNFC,pants,1
2,CB,CB13,Color,ArtifactNFC,mug,1
2,CB,CB13,Color,ArtifactNFC,book,1
2,CB,CB13,Color,ArtifactNFC,purse,1
2,CB,CB13,Color,ArtifactFC,crayon,2
2,CB,CB13,Color,ArtifactNFC,lunch box,1
2,CB,CB13,Color,ArtifactNFC,suitcase,3
2,CB,CB13,Color,ArtifactNFC,couch,3
2,CB,CB13,Color,ArtifactNFC,shoes,1
2,CB,CB13,Color,ArtifactNFC,vacuum,1
2,CB,CB13,Function,Natural,wood,1
2,CB,CB13,Function,Natural,rock,1
2,CB,CB13,Function,Natural,mud,1
2,CB,CB13,Function,Natural,gold,7
2,CB,CB13,Function,Natural,grass,2
2,CB,CB13,Function,Natural,leaf,7
2,CB,CB13,Function,Natural,tree bark,7
2,CB,CB13,Function,Natural,water,7
2,CB,CB13,Function,Natural,dirt,3
2,CB,CB13,Function,Natural,flower,7
2,CB,CB13,Function,Artifact,hole puncher,7
2,CB,CB13,Function,Artifact,stapler,7
2,CB,CB13,Function,Artifact,hammer,3
2,CB,CB13,Function,Artifact,drill,7
2,CB,CB13,Function,Artifact,iron,7
2,CB,CB13,Function,Artifact,toaster,7
2,CB,CB13,Function,Artifact,coffee maker,7
2,CB,CB13,Function,Artifact,bed,7
2,CB,CB13,Function,Artifact,pencil,7
2,CB,CB13,Function,Artifact,bathtub,7
2,CB,CB13,Filler,Natural,dog,1
2,CB,CB13,Filler,Natural,pumpkin,1
2,CB,CB13,Filler,Natural,cucumber,1
2,CB,CB13,Filler,Natural,tree branch,1
2,CB,CB13,Filler,Natural,pebble,1
2,CB,CB13,Filler,Natural,seashell,1
2,CB,CB13,Filler,Natural,orange,3
2,CB,CB13,Filler,Natural,sand,1
2,CB,CB13,Filler,Natural,watermelon,4
2,CB,CB13,Filler,Natural,mouse,7
2,CB,CB13,Filler,Natural,acorn,7
2,CB,CB13,Filler,Natural,snake,7
2,CB,CB13,Filler,Natural,pineapple,7
2,CB,CB13,Filler,Artifact,chair,2
2,CB,CB13,Filler,Artifact,coffee table,1
2,CB,CB13,Filler,Artifact,knife,1
2,CB,CB13,Filler,Artifact,rug,1
2,CB,CB13,Filler,Artifact,coat,7
2,CB,CB13,Filler,Artifact,bowl,1
2,CB,CB13,Filler,Artifact,door,1
2,CB,CB14,Color,Natural,strawberry,6
2,CB,CB14,Color,Natural,banana,7
2,CB,CB14,Color,Natural,broccoli,7
2,CB,CB14,Color,Natural,lemon,4
2,CB,CB14,Color,Natural,coal,7
2,CB,CB14,Color,Natural,snow,7
2,CB,CB14,Color,Natural,flamingo,6
2,CB,CB14,Color,Natural,elephant,7
2,CB,CB14,Color,Natural,ruby,5
2,CB,CB14,Color,Natural,pearl,5
2,CB,CB14,Color,ArtifactFC,go traffic,7
2,CB,CB14,Color,ArtifactFC,fire truck,6
2,CB,CB14,Color,ArtifactFC,basketball,7
2,CB,CB14,Color,ArtifactFC,taxi cab,4
2,CB,CB14,Color,ArtifactFC,police uniform,6
2,CB,CB14,Color,ArtifactFC,dollar bill,
2,CB,CB14,Color,ArtifactFC,tennis ball,6
2,CB,CB14,Color,ArtifactFC,chalkboard,6
2,CB,CB14,Color,ArtifactNFC,toilet,7
2,CB,CB14,Color,ArtifactFC,street sign,5
2,CB,CB14,Color,ArtifactNFC,pants,3
2,CB,CB14,Color,ArtifactNFC,mug,5
2,CB,CB14,Color,ArtifactNFC,book,4
2,CB,CB14,Color,ArtifactNFC,purse,3
2,CB,CB14,Color,ArtifactFC,crayon,4
2,CB,CB14,Color,ArtifactNFC,lunch box,4
2,CB,CB14,Color,ArtifactNFC,suitcase,3
2,CB,CB14,Color,ArtifactNFC,couch,4
2,CB,CB14,Color,ArtifactNFC,shoes,4
2,CB,CB14,Color,ArtifactNFC,vacuum,5
2,CB,CB14,Function,Natural,wood,6
2,CB,CB14,Function,Natural,rock,5
2,CB,CB14,Function,Natural,mud,5
2,CB,CB14,Function,Natural,gold,5
2,CB,CB14,Function,Natural,grass,5
2,CB,CB14,Function,Natural,leaf,6
2,CB,CB14,Function,Natural,tree bark,5
2,CB,CB14,Function,Natural,water,6
2,CB,CB14,Function,Natural,dirt,6
2,CB,CB14,Function,Natural,flower,7
2,CB,CB14,Function,Artifact,hole puncher,7
2,CB,CB14,Function,Artifact,stapler,7
2,CB,CB14,Function,Artifact,hammer,7
2,CB,CB14,Function,Artifact,drill,7
2,CB,CB14,Function,Artifact,iron,7
2,CB,CB14,Function,Artifact,toaster,7
2,CB,CB14,Function,Artifact,coffee maker,7
2,CB,CB14,Function,Artifact,bed,5
2,CB,CB14,Function,Artifact,pencil,5
2,CB,CB14,Function,Artifact,bathtub,7
2,CB,CB14,Filler,Natural,dog,4
2,CB,CB14,Filler,Natural,pumpkin,7
2,CB,CB14,Filler,Natural,cucumber,7
2,CB,CB14,Filler,Natural,tree branch,4
2,CB,CB14,Filler,Natural,pebble,7
2,CB,CB14,Filler,Natural,seashell,7
2,CB,CB14,Filler,Natural,orange,5
2,CB,CB14,Filler,Natural,sand,7
2,CB,CB14,Filler,Natural,watermelon,5
2,CB,CB14,Filler,Natural,mouse,5
2,CB,CB14,Filler,Natural,acorn,7
2,CB,CB14,Filler,Natural,snake,5
2,CB,CB14,Filler,Natural,pineapple,4
2,CB,CB14,Filler,Artifact,chair,4
2,CB,CB14,Filler,Artifact,coffee table,6
2,CB,CB14,Filler,Artifact,knife,5
2,CB,CB14,Filler,Artifact,rug,6
2,CB,CB14,Filler,Artifact,coat,7
2,CB,CB14,Filler,Artifact,bowl,4
2,CB,CB14,Filler,Artifact,door,6
2,CB,CB15,Color,Natural,strawberry,7
2,CB,CB15,Color,Natural,banana,6
2,CB,CB15,Color,Natural,broccoli,6
2,CB,CB15,Color,Natural,lemon,6
2,CB,CB15,Color,Natural,coal,7
2,CB,CB15,Color,Natural,snow,7
2,CB,CB15,Color,Natural,flamingo,6
2,CB,CB15,Color,Natural,elephant,5
2,CB,CB15,Color,Natural,ruby,6
2,CB,CB15,Color,Natural,pearl,6
2,CB,CB15,Color,ArtifactFC,go traffic,7
2,CB,CB15,Color,ArtifactFC,fire truck,7
2,CB,CB15,Color,ArtifactFC,basketball,6
2,CB,CB15,Color,ArtifactFC,taxi cab,4
2,CB,CB15,Color,ArtifactFC,police uniform,5
2,CB,CB15,Color,ArtifactFC,dollar bill,
2,CB,CB15,Color,ArtifactFC,tennis ball,5
2,CB,CB15,Color,ArtifactFC,chalkboard,6
2,CB,CB15,Color,ArtifactNFC,toilet,6
2,CB,CB15,Color,ArtifactFC,street sign,5
2,CB,CB15,Color,ArtifactNFC,pants,5
2,CB,CB15,Color,ArtifactNFC,mug,3
2,CB,CB15,Color,ArtifactNFC,book,6
2,CB,CB15,Color,ArtifactNFC,purse,2
2,CB,CB15,Color,ArtifactFC,crayon,3
2,CB,CB15,Color,ArtifactNFC,lunch box,3
2,CB,CB15,Color,ArtifactNFC,suitcase,3
2,CB,CB15,Color,ArtifactNFC,couch,5
2,CB,CB15,Color,ArtifactNFC,shoes,3
2,CB,CB15,Color,ArtifactNFC,vacuum,5
2,CB,CB15,Function,Natural,wood,3
2,CB,CB15,Function,Natural,rock,5
2,CB,CB15,Function,Natural,mud,3
2,CB,CB15,Function,Natural,gold,5
2,CB,CB15,Function,Natural,grass,5
2,CB,CB15,Function,Natural,leaf,6
2,CB,CB15,Function,Natural,tree bark,5
2,CB,CB15,Function,Natural,water,6
2,CB,CB15,Function,Natural,dirt,5
2,CB,CB15,Function,Natural,flower,5
2,CB,CB15,Function,Artifact,hole puncher,7
2,CB,CB15,Function,Artifact,stapler,7
2,CB,CB15,Function,Artifact,hammer,6
2,CB,CB15,Function,Artifact,drill,7
2,CB,CB15,Function,Artifact,iron,7
2,CB,CB15,Function,Artifact,toaster,7
2,CB,CB15,Function,Artifact,coffee maker,7
2,CB,CB15,Function,Artifact,bed,5
2,CB,CB15,Function,Artifact,pencil,6
2,CB,CB15,Function,Artifact,bathtub,7
2,CB,CB15,Filler,Natural,dog,5
2,CB,CB15,Filler,Natural,pumpkin,5
2,CB,CB15,Filler,Natural,cucumber,6
2,CB,CB15,Filler,Natural,tree branch,3
2,CB,CB15,Filler,Natural,pebble,5
2,CB,CB15,Filler,Natural,seashell,1
2,CB,CB15,Filler,Natural,orange,6
2,CB,CB15,Filler,Natural,sand,7
2,CB,CB15,Filler,Natural,watermelon,5
2,CB,CB15,Filler,Natural,mouse,5
2,CB,CB15,Filler,Natural,acorn,6
2,CB,CB15,Filler,Natural,snake,6
2,CB,CB15,Filler,Natural,pineapple,6
2,CB,CB15,Filler,Artifact,chair,3
2,CB,CB15,Filler,Artifact,coffee table,5
2,CB,CB15,Filler,Artifact,knife,3
2,CB,CB15,Filler,Artifact,rug,3
2,CB,CB15,Filler,Artifact,coat,5
2,CB,CB15,Filler,Artifact,bowl,5
2,CB,CB15,Filler,Artifact,door,5
2,CB,CB16,Color,Natural,strawberry,2
2,CB,CB16,Color,Natural,banana,4
2,CB,CB16,Color,Natural,broccoli,5
2,CB,CB16,Color,Natural,lemon,7
2,CB,CB16,Color,Natural,coal,5
2,CB,CB16,Color,Natural,snow,7
2,CB,CB16,Color,Natural,flamingo,2
2,CB,CB16,Color,Natural,elephant,6
2,CB,CB16,Color,Natural,ruby,5
2,CB,CB16,Color,Natural,pearl,1
2,CB,CB16,Color,ArtifactFC,go traffic,7
2,CB,CB16,Color,ArtifactFC,fire truck,3
2,CB,CB16,Color,ArtifactFC,basketball,7
2,CB,CB16,Color,ArtifactFC,taxi cab,1
2,CB,CB16,Color,ArtifactFC,police uniform,7
2,CB,CB16,Color,ArtifactFC,dollar bill,
2,CB,CB16,Color,ArtifactFC,tennis ball,2
2,CB,CB16,Color,ArtifactFC,chalkboard,7
2,CB,CB16,Color,ArtifactNFC,toilet,1
2,CB,CB16,Color,ArtifactFC,street sign,4
2,CB,CB16,Color,ArtifactNFC,pants,1
2,CB,CB16,Color,ArtifactNFC,mug,1
2,CB,CB16,Color,ArtifactNFC,book,5
2,CB,CB16,Color,ArtifactNFC,purse,1
2,CB,CB16,Color,ArtifactFC,crayon,7
2,CB,CB16,Color,ArtifactNFC,lunch box,4
2,CB,CB16,Color,ArtifactNFC,suitcase,1
2,CB,CB16,Color,ArtifactNFC,couch,1
2,CB,CB16,Color,ArtifactNFC,shoes,1
2,CB,CB16,Color,ArtifactNFC,vacuum,1
2,CB,CB16,Function,Natural,wood,2
2,CB,CB16,Function,Natural,rock,3
2,CB,CB16,Function,Natural,mud,1
2,CB,CB16,Function,Natural,gold,1
2,CB,CB16,Function,Natural,grass,1
2,CB,CB16,Function,Natural,leaf,2
2,CB,CB16,Function,Natural,tree bark,1
2,CB,CB16,Function,Natural,water,2
2,CB,CB16,Function,Natural,dirt,1
2,CB,CB16,Function,Natural,flower,1
2,CB,CB16,Function,Artifact,hole puncher,6
2,CB,CB16,Function,Artifact,stapler,7
2,CB,CB16,Function,Artifact,hammer,7
2,CB,CB16,Function,Artifact,drill,6
2,CB,CB16,Function,Artifact,iron,7
2,CB,CB16,Function,Artifact,toaster,7
2,CB,CB16,Function,Artifact,coffee maker,7
2,CB,CB16,Function,Artifact,bed,6
2,CB,CB16,Function,Artifact,pencil,7
2,CB,CB16,Function,Artifact,bathtub,7
2,CB,CB16,Filler,Natural,dog,1
2,CB,CB16,Filler,Natural,pumpkin,7
2,CB,CB16,Filler,Natural,cucumber,2
2,CB,CB16,Filler,Natural,tree branch,5
2,CB,CB16,Filler,Natural,pebble,3
2,CB,CB16,Filler,Natural,seashell,1
2,CB,CB16,Filler,Natural,orange,7
2,CB,CB16,Filler,Natural,sand,7
2,CB,CB16,Filler,Natural,watermelon,7
2,CB,CB16,Filler,Natural,mouse,4
2,CB,CB16,Filler,Natural,acorn,2
2,CB,CB16,Filler,Natural,snake,5
2,CB,CB16,Filler,Natural,pineapple,3
2,CB,CB16,Filler,Artifact,chair,2
2,CB,CB16,Filler,Artifact,coffee table,6
2,CB,CB16,Filler,Artifact,knife,6
2,CB,CB16,Filler,Artifact,rug,1
2,CB,CB16,Filler,Artifact,coat,1
2,CB,CB16,Filler,Artifact,bowl,3
2,CB,CB16,Filler,Artifact,door,1
2,CB,CB17,Color,Natural,strawberry,5
2,CB,CB17,Color,Natural,banana,5
2,CB,CB17,Color,Natural,broccoli,6
2,CB,CB17,Color,Natural,lemon,5
2,CB,CB17,Color,Natural,coal,7
2,CB,CB17,Color,Natural,snow,4
2,CB,CB17,Color,Natural,flamingo,5
2,CB,CB17,Color,Natural,elephant,5
2,CB,CB17,Color,Natural,ruby,7
2,CB,CB17,Color,Natural,pearl,6
2,CB,CB17,Color,ArtifactFC,go traffic,7
2,CB,CB17,Color,ArtifactFC,fire truck,5
2,CB,CB17,Color,ArtifactFC,basketball,4
2,CB,CB17,Color,ArtifactFC,taxi cab,2
2,CB,CB17,Color,ArtifactFC,police uniform,7
2,CB,CB17,Color,ArtifactFC,dollar bill,
2,CB,CB17,Color,ArtifactFC,tennis ball,6
2,CB,CB17,Color,ArtifactFC,chalkboard,5
2,CB,CB17,Color,ArtifactNFC,toilet,3
2,CB,CB17,Color,ArtifactFC,street sign,3
2,CB,CB17,Color,ArtifactNFC,pants,2
2,CB,CB17,Color,ArtifactNFC,mug,2
2,CB,CB17,Color,ArtifactNFC,book,2
2,CB,CB17,Color,ArtifactNFC,purse,2
2,CB,CB17,Color,ArtifactFC,crayon,2
2,CB,CB17,Color,ArtifactNFC,lunch box,2
2,CB,CB17,Color,ArtifactNFC,suitcase,2
2,CB,CB17,Color,ArtifactNFC,couch,2
2,CB,CB17,Color,ArtifactNFC,shoes,2
2,CB,CB17,Color,ArtifactNFC,vacuum,3
2,CB,CB17,Function,Natural,wood,2
2,CB,CB17,Function,Natural,rock,2
2,CB,CB17,Function,Natural,mud,3
2,CB,CB17,Function,Natural,gold,4
2,CB,CB17,Function,Natural,grass,4
2,CB,CB17,Function,Natural,leaf,2
2,CB,CB17,Function,Natural,tree bark,2
2,CB,CB17,Function,Natural,water,3
2,CB,CB17,Function,Natural,dirt,4
2,CB,CB17,Function,Natural,flower,5
2,CB,CB17,Function,Artifact,hole puncher,7
2,CB,CB17,Function,Artifact,stapler,6
2,CB,CB17,Function,Artifact,hammer,6
2,CB,CB17,Function,Artifact,drill,7
2,CB,CB17,Function,Artifact,iron,7
2,CB,CB17,Function,Artifact,toaster,3
2,CB,CB17,Function,Artifact,coffee maker,7
2,CB,CB17,Function,Artifact,bed,5
