Experiment,Group,Subject,TrialType,Kind,Object,Rating
2,CB,CB17,Function,Artifact,pencil,7
2,CB,CB17,Function,Artifact,bathtub,6
2,CB,CB17,Filler,Natural,dog,2
2,CB,CB17,Filler,Natural,pumpkin,3
2,CB,CB17,Filler,Natural,cucumber,4
2,CB,CB17,Filler,Natural,tree branch,2
2,CB,CB17,Filler,Natural,pebble,1
2,CB,CB17,Filler,Natural,seashell,2
2,CB,CB17,Filler,Natural,orange,6
2,CB,CB17,Filler,Natural,sand,6
2,CB,CB17,Filler,Natural,watermelon,4
2,CB,CB17,Filler,Natural,mouse,7
2,CB,CB17,Filler,Natural,acorn,7
2,CB,CB17,Filler,Natural,snake,6
2,CB,CB17,Filler,Natural,pineapple,7
2,CB,CB17,Filler,Artifact,chair,3
2,CB,CB17,Filler,Artifact,coffee table,5
2,CB,CB17,Filler,Artifact,knife,2
2,CB,CB17,Filler,Artifact,rug,3
2,CB,CB17,Filler,Artifact,coat,2
2,CB,CB17,Filler,Artifact,bowl,2
2,CB,CB17,Filler,Artifact,door,6
2,CB,CB18,Color,Natural,strawberry,6
2,CB,CB18,Color,Natural,banana,6
2,CB,CB18,Color,Natural,broccoli,7
2,CB,CB18,Color,Natural,lemon,7
2,CB,CB18,Color,Natural,coal,7
2,CB,CB18,Color,Natural,snow,6
2,CB,CB18,Color,Natural,flamingo,7
2,CB,CB18,Color,Natural,elephant,7
2,CB,CB18,Color,Natural,ruby,7
2,CB,CB18,Color,Natural,pearl,5
2,CB,CB18,Color,ArtifactFC,go traffic,7
2,CB,CB18,Color,ArtifactFC,fire truck,7
2,CB,CB18,Color,ArtifactFC,basketball,6
2,CB,CB18,Color,ArtifactFC,taxi cab,6
2,CB,CB18,Color,ArtifactFC,police uniform,7
2,CB,CB18,Color,ArtifactFC,dollar bill,
2,CB,CB18,Color,ArtifactFC,tennis ball,7
2,CB,CB18,Color,ArtifactFC,chalkboard,7
2,CB,CB18,Color,ArtifactNFC,toilet,6
2,CB,CB18,Color,ArtifactFC,street sign,5
2,CB,CB18,Color,ArtifactNFC,pants,4
2,CB,CB18,Color,ArtifactNFC,mug,3
2,CB,CB18,Color,ArtifactNFC,book,3
2,CB,CB18,Color,ArtifactNFC,purse,3
2,CB,CB18,Color,ArtifactFC,crayon,2
2,CB,CB18,Color,ArtifactNFC,lunch box,2
2,CB,CB18,Color,ArtifactNFC,suitcase,5
2,CB,CB18,Color,ArtifactNFC,couch,3
2,CB,CB18,Color,ArtifactNFC,shoes,4
2,CB,CB18,Color,ArtifactNFC,vacuum,4
2,CB,CB18,Function,Natural,wood,4
2,CB,CB18,Function,Natural,rock,5
2,CB,CB18,Function,Natural,mud,4
2,CB,CB18,Function,Natural,gold,3
2,CB,CB18,Function,Natural,grass,6
2,CB,CB18,Function,Natural,leaf,2
2,CB,CB18,Function,Natural,tree bark,4
2,CB,CB18,Function,Natural,water,4
2,CB,CB18,Function,Natural,dirt,2
2,CB,CB18,Function,Natural,flower,5
2,CB,CB18,Function,Artifact,hole puncher,7
2,CB,CB18,Function,Artifact,stapler,7
2,CB,CB18,Function,Artifact,hammer,6
2,CB,CB18,Function,Artifact,drill,7
2,CB,CB18,Function,Artifact,iron,7
2,CB,CB18,Function,Artifact,toaster,7
2,CB,CB18,Function,Artifact,coffee maker,7
2,CB,CB18,Function,Artifact,bed,5
2,CB,CB18,Function,Artifact,pencil,6
2,CB,CB18,Function,Artifact,bathtub,7
2,CB,CB18,Filler,Natural,dog,3
2,CB,CB18,Filler,Natural,pumpkin,3
2,CB,CB18,Filler,Natural,cucumber,4
2,CB,CB18,Filler,Natural,tree branch,1
2,CB,CB18,Filler,Natural,pebble,5
2,CB,CB18,Filler,Natural,seashell,5
2,CB,CB18,Filler,Natural,orange,7
2,CB,CB18,Filler,Natural,sand,2
2,CB,CB18,Filler,Natural,watermelon,4
2,CB,CB18,Filler,Natural,mouse,7
2,CB,CB18,Filler,Natural,acorn,7
2,CB,CB18,Filler,Natural,snake,5
2,CB,CB18,Filler,Natural,pineapple,7
2,CB,CB18,Filler,Artifact,chair,5
2,CB,CB18,Filler,Artifact,coffee table,4
2,CB,CB18,Filler,Artifact,knife,4
2,CB,CB18,Filler,Artifact,rug,3
2,CB,CB18,Filler,Artifact,coat,2
2,CB,CB18,Filler,Artifact,bowl,3
2,CB,CB18,Filler,Artifact,door,4
2,CB,CB19,Color,Natural,strawberry,6
2,CB,CB19,Color,Natural,banana,6
2,CB,CB19,Color,Natural,broccoli,7
2,CB,CB19,Color,Natural,lemon,7
2,CB,CB19,Color,Natural,coal,6
2,CB,CB19,Color,Natural,snow,5
2,CB,CB19,Color,Natural,flamingo,5
2,CB,CB19,Color,Natural,elephant,6
2,CB,CB19,Color,Natural,ruby,7
2,CB,CB19,Color,Natural,pearl,6
2,CB,CB19,Color,ArtifactFC,go traffic,7
2,CB,CB19,Color,ArtifactFC,fire truck,7
2,CB,CB19,Color,ArtifactFC,basketball,6
2,CB,CB19,Color,ArtifactFC,taxi cab,7
2,CB,CB19,Color,ArtifactFC,police uniform,7
2,CB,CB19,Color,ArtifactFC,dollar bill,
2,CB,CB19,Color,ArtifactFC,tennis ball,6
2,CB,CB19,Color,ArtifactFC,chalkboard,6
2,CB,CB19,Color,ArtifactNFC,toilet,6
2,CB,CB19,Color,ArtifactFC,street sign,6
2,CB,CB19,Color,ArtifactNFC,pants,2
2,CB,CB19,Color,ArtifactNFC,mug,5
2,CB,CB19,Color,ArtifactNFC,book,5
2,CB,CB19,Color,ArtifactNFC,purse,2
2,CB,CB19,Color,ArtifactFC,crayon,3
2,CB,CB19,Color,ArtifactNFC,lunch box,5
2,CB,CB19,Color,ArtifactNFC,suitcase,2
2,CB,CB19,Color,ArtifactNFC,couch,3
2,CB,CB19,Color,ArtifactNFC,shoes,2
2,CB,CB19,Color,ArtifactNFC,vacuum,6
2,CB,CB19,Function,Natural,wood,3
2,CB,CB19,Function,Natural,rock,4
2,CB,CB19,Function,Natural,mud,3
2,CB,CB19,Function,Natural,gold,4
2,CB,CB19,Function,Natural,grass,4
2,CB,CB19,Function,Natural,leaf,4
2,CB,CB19,Function,Natural,tree bark,4
2,CB,CB19,Function,Natural,water,4
2,CB,CB19,Function,Natural,dirt,3
2,CB,CB19,Function,Natural,flower,5
2,CB,CB19,Function,Artifact,hole puncher,6
2,CB,CB19,Function,Artifact,stapler,6
2,CB,CB19,Function,Artifact,hammer,5
2,CB,CB19,Function,Artifact,drill,6
2,CB,CB19,Function,Artifact,iron,7
2,CB,CB19,Function,Artifact,toaster,6
2,CB,CB19,Function,Artifact,coffee maker,7
2,CB,CB19,Function,Artifact,bed,5
2,CB,CB19,Function,Artifact,pencil,5
2,CB,CB19,Function,Artifact,bathtub,5
2,CB,CB19,Filler,Natural,dog,4
2,CB,CB19,Filler,Natural,pumpkin,3
2,CB,CB19,Filler,Natural,cucumber,5
2,CB,CB19,Filler,Natural,tree branch,3
2,CB,CB19,Filler,Natural,pebble,5
2,CB,CB19,Filler,Natural,seashell,4
2,CB,CB19,Filler,Natural,orange,5
2,CB,CB19,Filler,Natural,sand,6
2,CB,CB19,Filler,Natural,watermelon,5
2,CB,CB19,Filler,Natural,mouse,6
2,CB,CB19,Filler,Natural,acorn,6
2,CB,CB19,Filler,Natural,snake,6
2,CB,CB19,Filler,Natural,pineapple,6
2,CB,CB19,Filler,Artifact,chair,4
2,CB,CB19,Filler,Artifact,coffee table,5
2,CB,CB19,Filler,Artifact,knife,4
2,CB,CB19,Filler,Artifact,rug,4
2,CB,CB19,Filler,Artifact,coat,5
2,CB,CB19,Filler,Artifact,bowl,4
2,CB,CB19,Filler,Artifact,door,4
2,CB,CB20,Color,Natural,strawberry,5
2,CB,CB20,Color,Natural,banana,3
2,CB,CB20,Color,Natural,broccoli,7
2,CB,CB20,Color,Natural,lemon,3
2,CB,CB20,Color,Natural,coal,5
2,CB,CB20,Color,Natural,snow,7
2,CB,CB20,Color,Natural,flamingo,1
2,CB,CB20,Color,Natural,elephant,3
2,CB,CB20,Color,Natural,ruby,5
2,CB,CB20,Color,Natural,pearl,5
2,CB,CB20,Color,ArtifactFC,go traffic,7
2,CB,CB20,Color,ArtifactFC,fire truck,3
2,CB,CB20,Color,ArtifactFC,basketball,5
2,CB,CB20,Color,ArtifactFC,taxi cab,7
2,CB,CB20,Color,ArtifactFC,police uniform,5
2,CB,CB20,Color,ArtifactFC,dollar bill,
2,CB,CB20,Color,ArtifactFC,tennis ball,3
2,CB,CB20,Color,ArtifactFC,chalkboard,3
2,CB,CB20,Color,ArtifactNFC,toilet,3
2,CB,CB20,Color,ArtifactFC,street sign,3
2,CB,CB20,Color,ArtifactNFC,pants,3
2,CB,CB20,Color,ArtifactNFC,mug,3
2,CB,CB20,Color,ArtifactNFC,book,3
2,CB,CB20,Color,ArtifactNFC,purse,3
2,CB,CB20,Color,ArtifactFC,crayon,5
2,CB,CB20,Color,ArtifactNFC,lunch box,3
2,CB,CB20,Color,ArtifactNFC,suitcase,3
2,CB,CB20,Color,ArtifactNFC,couch,3
2,CB,CB20,Color,ArtifactNFC,shoes,3
2,CB,CB20,Color,ArtifactNFC,vacuum,3
2,CB,CB20,Function,Natural,wood,3
2,CB,CB20,Function,Natural,rock,5
2,CB,CB20,Function,Natural,mud,5
2,CB,CB20,Function,Natural,gold,3
2,CB,CB20,Function,Natural,grass,3
2,CB,CB20,Function,Natural,leaf,3
2,CB,CB20,Function,Natural,tree bark,5
2,CB,CB20,Function,Natural,water,3
2,CB,CB20,Function,Natural,dirt,3
2,CB,CB20,Function,Natural,flower,5
2,CB,CB20,Function,Artifact,hole puncher,3
2,CB,CB20,Function,Artifact,stapler,7
2,CB,CB20,Function,Artifact,hammer,5
2,CB,CB20,Function,Artifact,drill,5
2,CB,CB20,Function,Artifact,iron,5
2,CB,CB20,Function,Artifact,toaster,7
2,CB,CB20,Function,Artifact,coffee maker,5
2,CB,CB20,Function,Artifact,bed,7
2,CB,CB20,Function,Artifact,pencil,7
2,CB,CB20,Function,Artifact,bathtub,5
2,CB,CB20,Filler,Natural,dog,1
2,CB,CB20,Filler,Natural,pumpkin,3
2,CB,CB20,Filler,Natural,cucumber,5
2,CB,CB20,Filler,Natural,tree branch,3
2,CB,CB20,Filler,Natural,pebble,5
2,CB,CB20,Filler,Natural,seashell,5
2,CB,CB20,Filler,Natural,orange,5
2,CB,CB20,Filler,Natural,sand,3
2,CB,CB20,Filler,Natural,watermelon,3
2,CB,CB20,Filler,Natural,mouse,3
2,CB,CB20,Filler,Natural,acorn,5
2,CB,CB20,Filler,Natural,snake,3
2,CB,CB20,Filler,Natural,pineapple,5
2,CB,CB20,Filler,Artifact,chair,3
2,CB,CB20,Filler,Artifact,coffee table,5
2,CB,CB20,Filler,Artifact,knife,3
2,CB,CB20,Filler,Artifact,rug,3
2,CB,CB20,Filler,Artifact,coat,3
2,CB,CB20,Filler,Artifact,bowl,3
2,CB,CB20,Filler,Artifact,door,3
2,S,S1,Color,Natural,strawberry,6
2,S,S1,Color,Natural,banana,5
2,S,S1,Color,Natural,broccoli,7
2,S,S1,Color,Natural,lemon,5
2,S,S1,Color,Natural,coal,7
2,S,S1,Color,Natural,snow,6
2,S,S1,Color,Natural,flamingo,6
2,S,S1,Color,Natural,elephant,6
2,S,S1,Color,Natural,ruby,6
2,S,S1,Color,Natural,pearl,6
2,S,S1,Color,ArtifactFC,go traffic,7
2,S,S1,Color,ArtifactFC,fire truck,6
2,S,S1,Color,ArtifactFC,basketball,5
2,S,S1,Color,ArtifactFC,taxi cab,5
2,S,S1,Color,ArtifactFC,police uniform,3
2,S,S1,Color,ArtifactFC,dollar bill,7
2,S,S1,Color,ArtifactFC,tennis ball,6
2,S,S1,Color,ArtifactFC,chalkboard,5
2,S,S1,Color,ArtifactNFC,toilet,6
2,S,S1,Color,ArtifactFC,street sign,4
2,S,S1,Color,ArtifactNFC,pants,3
2,S,S1,Color,ArtifactNFC,mug,2
2,S,S1,Color,ArtifactNFC,book,2
2,S,S1,Color,ArtifactNFC,purse,2
2,S,S1,Color,ArtifactFC,crayon,2
2,S,S1,Color,ArtifactNFC,lunch box,2
2,S,S1,Color,ArtifactNFC,suitcase,3
2,S,S1,Color,ArtifactNFC,couch,3
2,S,S1,Color,ArtifactNFC,shoes,2
2,S,S1,Color,ArtifactNFC,vacuum,3
2,S,S1,Function,Natural,wood,2
2,S,S1,Function,Natural,rock,3
2,S,S1,Function,Natural,mud,3
2,S,S1,Function,Natural,gold,3
2,S,S1,Function,Natural,grass,4
2,S,S1,Function,Natural,leaf,3
2,S,S1,Function,Natural,tree bark,2
2,S,S1,Function,Natural,water,3
2,S,S1,Function,Natural,dirt,3
2,S,S1,Function,Natural,flower,3
2,S,S1,Function,Artifact,hole puncher,6
2,S,S1,Function,Artifact,stapler,5
2,S,S1,Function,Artifact,hammer,5
2,S,S1,Function,Artifact,drill,4
2,S,S1,Function,Artifact,iron,7
2,S,S1,Function,Artifact,toaster,4
2,S,S1,Function,Artifact,coffee maker,6
2,S,S1,Function,Artifact,bed,6
2,S,S1,Function,Artifact,pencil,6
2,S,S1,Function,Artifact,bathtub,5
2,S,S1,Filler,Natural,dog,4
2,S,S1,Filler,Natural,pumpkin,2
2,S,S1,Filler,Natural,cucumber,5
2,S,S1,Filler,Natural,tree branch,1
2,S,S1,Filler,Natural,pebble,5
2,S,S1,Filler,Natural,seashell,4
2,S,S1,Filler,Natural,orange,6
2,S,S1,Filler,Natural,sand,7
2,S,S1,Filler,Natural,watermelon,4
2,S,S1,Filler,Natural,mouse,6
2,S,S1,Filler,Natural,acorn,5
2,S,S1,Filler,Natural,snake,7
2,S,S1,Filler,Natural,pineapple,6
2,S,S1,Filler,Artifact,chair,4
2,S,S1,Filler,Artifact,coffee table,3
2,S,S1,Filler,Artifact,knife,3
2,S,S1,Filler,Artifact,rug,4
2,S,S1,Filler,Artifact,coat,3
2,S,S1,Filler,Artifact,bowl,3
2,S,S1,Filler,Artifact,door,5
2,S,S2,Color,Natural,strawberry,7
2,S,S2,Color,Natural,banana,5
2,S,S2,Color,Natural,broccoli,7
2,S,S2,Color,Natural,lemon,7
2,S,S2,Color,Natural,coal,6
2,S,S2,Color,Natural,snow,6
2,S,S2,Color,Natural,flamingo,6
2,S,S2,Color,Natural,elephant,5
2,S,S2,Color,Natural,ruby,6
2,S,S2,Color,Natural,pearl,6
2,S,S2,Color,ArtifactFC,go traffic,7
2,S,S2,Color,ArtifactFC,fire truck,7
2,S,S2,Color,ArtifactFC,basketball,6
2,S,S2,Color,ArtifactFC,taxi cab,5
2,S,S2,Color,ArtifactFC,police uniform,4
2,S,S2,Color,ArtifactFC,dollar bill,7
2,S,S2,Color,ArtifactFC,tennis ball,6
2,S,S2,Color,ArtifactFC,chalkboard,7
2,S,S2,Color,ArtifactNFC,toilet,5
2,S,S2,Color,ArtifactFC,street sign,3
2,S,S2,Color,ArtifactNFC,pants,3
2,S,S2,Color,ArtifactNFC,mug,2
2,S,S2,Color,ArtifactNFC,book,1
2,S,S2,Color,ArtifactNFC,purse,3
2,S,S2,Color,ArtifactFC,crayon,1
2,S,S2,Color,ArtifactNFC,lunch box,2
2,S,S2,Color,ArtifactNFC,suitcase,3
2,S,S2,Color,ArtifactNFC,couch,2
2,S,S2,Color,ArtifactNFC,shoes,2
2,S,S2,Color,ArtifactNFC,vacuum,3
2,S,S2,Function,Natural,wood,4
2,S,S2,Function,Natural,rock,4
2,S,S2,Function,Natural,mud,2
2,S,S2,Function,Natural,gold,2
2,S,S2,Function,Natural,grass,7
2,S,S2,Function,Natural,leaf,4
2,S,S2,Function,Natural,tree bark,1
2,S,S2,Function,Natural,water,2
2,S,S2,Function,Natural,dirt,3
2,S,S2,Function,Natural,flower,4
2,S,S2,Function,Artifact,hole puncher,7
2,S,S2,Function,Artifact,stapler,7
2,S,S2,Function,Artifact,hammer,6
2,S,S2,Function,Artifact,drill,7
2,S,S2,Function,Artifact,iron,7
2,S,S2,Function,Artifact,toaster,7
2,S,S2,Function,Artifact,coffee maker,7
2,S,S2,Function,Artifact,bed,6
2,S,S2,Function,Artifact,pencil,7
2,S,S2,Function,Artifact,bathtub,6
2,S,S2,Filler,Natural,dog,4
2,S,S2,Filler,Natural,pumpkin,1
2,S,S2,Filler,Natural,cucumber,1
2,S,S2,Filler,Natural,tree branch,1
2,S,S2,Filler,Natural,pebble,4
2,S,S2,Filler,Natural,seashell,1
2,S,S2,Filler,Natural,orange,5
2,S,S2,Filler,Natural,sand,7
2,S,S2,Filler,Natural,watermelon,4
2,S,S2,Filler,Natural,mouse,5
2,S,S2,Filler,Natural,acorn,5
2,S,S2,Filler,Natural,snake,7
2,S,S2,Filler,Natural,pineapple,7
2,S,S2,Filler,Artifact,chair,2
2,S,S2,Filler,Artifact,coffee table,5
2,S,S2,Filler,Artifact,knife,3
2,S,S2,Filler,Artifact,rug,1
2,S,S2,Filler,Artifact,coat,4
2,S,S2,Filler,Artifact,bowl,2
2,S,S2,Filler,Artifact,door,6
2,S,S3,Color,Natural,strawberry,6
2,S,S3,Color,Natural,banana,6
2,S,S3,Color,Natural,broccoli,6
2,S,S3,Color,Natural,lemon,6
2,S,S3,Color,Natural,coal,7
2,S,S3,Color,Natural,snow,7
2,S,S3,Color,Natural,flamingo,6
2,S,S3,Color,Natural,elephant,6
2,S,S3,Color,Natural,ruby,7
2,S,S3,Color,Natural,pearl,5
2,S,S3,Color,ArtifactFC,go traffic,7
2,S,S3,Color,ArtifactFC,fire truck,7
2,S,S3,Color,ArtifactFC,basketball,6
2,S,S3,Color,ArtifactFC,taxi cab,6
2,S,S3,Color,ArtifactFC,police uniform,6
2,S,S3,Color,ArtifactFC,dollar bill,7
2,S,S3,Color,ArtifactFC,tennis ball,7
2,S,S3,Color,ArtifactFC,chalkboard,4
2,S,S3,Color,ArtifactNFC,toilet,6
2,S,S3,Color,ArtifactFC,street sign,3
2,S,S3,Color,ArtifactNFC,pants,3
2,S,S3,Color,ArtifactNFC,mug,3
2,S,S3,Color,ArtifactNFC,book,4
2,S,S3,Color,ArtifactNFC,purse,4
2,S,S3,Color,ArtifactFC,crayon,1
2,S,S3,Color,ArtifactNFC,lunch box,4
2,S,S3,Color,ArtifactNFC,suitcase,6
2,S,S3,Color,ArtifactNFC,couch,4
2,S,S3,Color,ArtifactNFC,shoes,3
2,S,S3,Color,ArtifactNFC,vacuum,5
2,S,S3,Function,Natural,wood,2
2,S,S3,Function,Natural,rock,4
2,S,S3,Function,Natural,mud,3
2,S,S3,Function,Natural,gold,4
2,S,S3,Function,Natural,grass,5
2,S,S3,Function,Natural,leaf,5
2,S,S3,Function,Natural,tree bark,3
2,S,S3,Function,Natural,water,5
2,S,S3,Function,Natural,dirt,4
2,S,S3,Function,Natural,flower,4
2,S,S3,Function,Artifact,hole puncher,7
2,S,S3,Function,Artifact,stapler,7
2,S,S3,Function,Artifact,hammer,6
2,S,S3,Function,Artifact,drill,5
2,S,S3,Function,Artifact,iron,6
2,S,S3,Function,Artifact,toaster,6
2,S,S3,Function,Artifact,coffee maker,7
2,S,S3,Function,Artifact,bed,4
2,S,S3,Function,Artifact,pencil,6
2,S,S3,Function,Artifact,bathtub,3
2,S,S3,Filler,Natural,dog,3
2,S,S3,Filler,Natural,pumpkin,4
2,S,S3,Filler,Natural,cucumber,5
2,S,S3,Filler,Natural,tree branch,2
2,S,S3,Filler,Natural,pebble,6
2,S,S3,Filler,Natural,seashell,3
2,S,S3,Filler,Natural,orange,6
2,S,S3,Filler,Natural,sand,7
2,S,S3,Filler,Natural,watermelon,3
2,S,S3,Filler,Natural,mouse,7
2,S,S3,Filler,Natural,acorn,6
2,S,S3,Filler,Natural,snake,7
2,S,S3,Filler,Natural,pineapple,7
2,S,S3,Filler,Artifact,chair,4
2,S,S3,Filler,Artifact,coffee table,5
2,S,S3,Filler,Artifact,knife,3
2,S,S3,Filler,Artifact,rug,4
2,S,S3,Filler,Artifact,coat,5
2,S,S3,Filler,Artifact,bowl,4
2,S,S3,Filler,Artifact,door,5
2,S,S4,Color,Natural,strawberry,6
2,S,S4,Color,Natural,banana,6
2,S,S4,Color,Natural,broccoli,6
2,S,S4,Color,Natural,lemon,6
2,S,S4,Color,Natural,coal,6
2,S,S4,Color,Natural,snow,6
2,S,S4,Color,Natural,flamingo,6
2,S,S4,Color,Natural,elephant,6
2,S,S4,Color,Natural,ruby,6
2,S,S4,Color,Natural,pearl,5
2,S,S4,Color,ArtifactFC,go traffic,7
2,S,S4,Color,ArtifactFC,fire truck,6
2,S,S4,Color,ArtifactFC,basketball,6
2,S,S4,Color,ArtifactFC,taxi cab,5
2,S,S4,Color,ArtifactFC,police uniform,6
2,S,S4,Color,ArtifactFC,dollar bill,6
2,S,S4,Color,ArtifactFC,tennis ball,6
2,S,S4,Color,ArtifactFC,chalkboard,5
2,S,S4,Color,ArtifactNFC,toilet,5
2,S,S4,Color,ArtifactFC,street sign,5
2,S,S4,Color,ArtifactNFC,pants,5
2,S,S4,Color,ArtifactNFC,mug,3
2,S,S4,Color,ArtifactNFC,book,3
2,S,S4,Color,ArtifactNFC,purse,4
2,S,S4,Color,ArtifactFC,crayon,2
2,S,S4,Color,ArtifactNFC,lunch box,3
2,S,S4,Color,ArtifactNFC,suitcase,5
2,S,S4,Color,ArtifactNFC,couch,3
2,S,S4,Color,ArtifactNFC,shoes,3
2,S,S4,Color,ArtifactNFC,vacuum,3
2,S,S4,Function,Natural,wood,4
2,S,S4,Function,Natural,rock,4
2,S,S4,Function,Natural,mud,4
2,S,S4,Function,Natural,gold,5
2,S,S4,Function,Natural,grass,4
2,S,S4,Function,Natural,leaf,3
2,S,S4,Function,Natural,tree bark,3
2,S,S4,Function,Natural,water,5
2,S,S4,Function,Natural,dirt,4
2,S,S4,Function,Natural,flower,5
2,S,S4,Function,Artifact,hole puncher,7
2,S,S4,Function,Artifact,stapler,6
2,S,S4,Function,Artifact,hammer,5
2,S,S4,Function,Artifact,drill,5
2,S,S4,Function,Artifact,iron,6
2,S,S4,Function,Artifact,toaster,6
2,S,S4,Function,Artifact,coffee maker,6
2,S,S4,Function,Artifact,bed,5
2,S,S4,Function,Artifact,pencil,6
2,S,S4,Function,Artifact,bathtub,5
2,S,S4,Filler,Natural,dog,3
2,S,S4,Filler,Natural,pumpkin,3
2,S,S4,Filler,Natural,cucumber,4
2,S,S4,Filler,Natural,tree branch,2
2,S,S4,Filler,Natural,pebble,6
2,S,S4,Filler,Natural,seashell,4
2,S,S4,Filler,Natural,orange,6
2,S,S4,Filler,Natural,sand,6
2,S,S4,Filler,Natural,watermelon,4
2,S,S4,Filler,Natural,mouse,7
2,S,S4,Filler,Natural,acorn,6
2,S,S4,Filler,Natural,snake,6
2,S,S4,Filler,Natural,pineapple,6
2,S,S4,Filler,Artifact,chair,5
2,S,S4,Filler,Artifact,coffee table,5
2,S,S4,Filler,Artifact,knife,4
2,S,S4,Filler,Artifact,rug,4
2,S,S4,Filler,Artifact,coat,4
2,S,S4,Filler,Artifact,bowl,4
2,S,S4,Filler,Artifact,door,6
2,S,S5,Color,Natural,strawberry,7
2,S,S5,Color,Natural,banana,7
2,S,S5,Color,Natural,broccoli,7
2,S,S5,Color,Natural,lemon,7
2,S,S5,Color,Natural,coal,7
2,S,S5,Color,Natural,snow,7
2,S,S5,Color,Natural,flamingo,7
2,S,S5,Color,Natural,elephant,7
2,S,S5,Color,Natural,ruby,7
2,S,S5,Color,Natural,pearl,6
2,S,S5,Color,ArtifactFC,go traffic,7
2,S,S5,Color,ArtifactFC,fire truck,7
2,S,S5,Color,ArtifactFC,basketball,7
2,S,S5,Color,ArtifactFC,taxi cab,7
2,S,S5,Color,ArtifactFC,police uniform,7
2,S,S5,Color,ArtifactFC,dollar bill,7
2,S,S5,Color,ArtifactFC,tennis ball,7
2,S,S5,Color,ArtifactFC,chalkboard,7
2,S,S5,Color,ArtifactNFC,toilet,7
2,S,S5,Color,ArtifactFC,street sign,6
2,S,S5,Color,ArtifactNFC,pants,5
2,S,S5,Color,ArtifactNFC,mug,4
2,S,S5,Color,ArtifactNFC,book,3
2,S,S5,Color,ArtifactNFC,purse,6
2,S,S5,Color,ArtifactFC,crayon,3
2,S,S5,Color,ArtifactNFC,lunch box,6
2,S,S5,Color,ArtifactNFC,suitcase,7
2,S,S5,Color,ArtifactNFC,couch,5
2,S,S5,Color,ArtifactNFC,shoes,5
2,S,S5,Color,ArtifactNFC,vacuum,7
2,S,S5,Function,Natural,wood,6
2,S,S5,Function,Natural,rock,5
2,S,S5,Function,Natural,mud,5
2,S,S5,Function,Natural,gold,7
2,S,S5,Function,Natural,grass,6
2,S,S5,Function,Natural,leaf,5
2,S,S5,Function,Natural,tree bark,5
2,S,S5,Function,Natural,water,6
2,S,S5,Function,Natural,dirt,7
2,S,S5,Function,Natural,flower,5
2,S,S5,Function,Artifact,hole puncher,7
2,S,S5,Function,Artifact,stapler,7
2,S,S5,Function,Artifact,hammer,7
2,S,S5,Function,Artifact,drill,7
2,S,S5,Function,Artifact,iron,7
2,S,S5,Function,Artifact,toaster,7
2,S,S5,Function,Artifact,coffee maker,7
2,S,S5,Function,Artifact,bed,7
2,S,S5,Function,Artifact,pencil,7
2,S,S5,Function,Artifact,bathtub,7
2,S,S5,Filler,Natural,dog,3
2,S,S5,Filler,Natural,pumpkin,5
2,S,S5,Filler,Natural,cucumber,6
2,S,S5,Filler,Natural,tree branch,6
2,S,S5,Filler,Natural,pebble,7
2,S,S5,Filler,Natural,seashell,6
2,S,S5,Filler,Natural,orange,6
2,S,S5,Filler,Natural,sand,7
2,S,S5,Filler,Natural,watermelon,7
2,S,S5,Filler,Natural,mouse,7
2,S,S5,Filler,Natural,acorn,7
2,S,S5,Filler,Natural,snake,7
2,S,S5,Filler,Natural,pineapple,7
2,S,S5,Filler,Artifact,chair,5
2,S,S5,Filler,Artifact,coffee table,7
2,S,S5,Filler,Artifact,knife,5
2,S,S5,Filler,Artifact,rug,6
2,S,S5,Filler,Artifact,coat,6
2,S,S5,Filler,Artifact,bowl,6
2,S,S5,Filler,Artifact,door,7
2,S,S6,Color,Natural,strawberry,7
2,S,S6,Color,Natural,banana,7
2,S,S6,Color,Natural,broccoli,7
2,S,S6,Color,Natural,lemon,7
2,S,S6,Color,Natural,coal,7
2,S,S6,Color,Natural,snow,7
2,S,S6,Color,Natural,flamingo,7
2,S,S6,Color,Natural,elephant,7
2,S,S6,Color,Natural,ruby,7
2,S,S6,Color,Natural,pearl,7
2,S,S6,Color,ArtifactFC,go traffic,7
2,S,S6,Color,ArtifactFC,fire truck,6
2,S,S6,Color,ArtifactFC,basketball,6
2,S,S6,Color,ArtifactFC,taxi cab,6
2,S,S6,Color,ArtifactFC,police uniform,7
2,S,S6,Color,ArtifactFC,dollar bill,7
2,S,S6,Color,ArtifactFC,tennis ball,5
2,S,S6,Color,ArtifactFC,chalkboard,5
2,S,S6,Color,ArtifactNFC,toilet,5
2,S,S6,Color,ArtifactFC,street sign,5
2,S,S6,Color,ArtifactNFC,pants,2
2,S,S6,Color,ArtifactNFC,mug,3
2,S,S6,Color,ArtifactNFC,book,1
2,S,S6,Color,ArtifactNFC,purse,5
2,S,S6,Color,ArtifactFC,crayon,1
2,S,S6,Color,ArtifactNFC,lunch box,2
2,S,S6,Color,ArtifactNFC,suitcase,5
2,S,S6,Color,ArtifactNFC,couch,2
2,S,S6,Color,ArtifactNFC,shoes,2
2,S,S6,Color,ArtifactNFC,vacuum,5
2,S,S6,Function,Natural,wood,1
2,S,S6,Function,Natural,rock,1
2,S,S6,Function,Natural,mud,7
2,S,S6,Function,Natural,gold,5
2,S,S6,Function,Natural,grass,6
2,S,S6,Function,Natural,leaf,3
