Experiment,TrialNum,TrialType,Kind,Object,Group,subjID,color1,color2,color3
2,21,Color,ArtifactNFC,pants,CB,NFB_CB_06,grey,,
2,22,Color,ArtifactNFC,mug,CB,NFB_CB_06,green,,
2,23,Color,ArtifactNFC,book,CB,NFB_CB_06,blue,,
2,24,Color,ArtifactNFC,purse,CB,NFB_CB_06,blue,,
2,25,Color,ArtifactFC,crayon,CB,NFB_CB_06,orange,,
2,26,Color,ArtifactNFC,lunch box,CB,NFB_CB_06,blue,,
2,27,Color,ArtifactNFC,suitcase,CB,NFB_CB_06,orange,,
2,28,Color,ArtifactNFC,couch,CB,NFB_CB_06,blue,,
2,29,Color,ArtifactNFC,shoes,CB,NFB_CB_06,brown,,
2,30,Color,ArtifactNFC,vacuum,CB,NFB_CB_06,blue,,
3,31,Color,Natural,apple,CB,NFB_CB_06,green,,
3,32,Color,Natural,blueberry,CB,NFB_CB_06,blue,,
3,33,Color,Natural,carrot,CB,NFB_CB_06,orange,,
3,34,Color,Natural,corn,CB,NFB_CB_06,green,,
3,35,Color,Natural,fire,CB,NFB_CB_06,orange,,
3,36,Color,Natural,kiwi,CB,NFB_CB_06,green,,
3,37,Color,Natural,polar bear,CB,NFB_CB_06,white,,
3,38,Color,Natural,spinach,CB,NFB_CB_06,green,,
3,39,Color,ArtifactFC,coin,CB,NFB_CB_06,silver,,
3,40,Color,ArtifactFC,lab coat,CB,NFB_CB_06,green,,
3,41,Color,ArtifactFC,military uniform,CB,NFB_CB_06,orange,,
3,42,Color,ArtifactFC,paper,CB,NFB_CB_06,white,,
3,43,Color,ArtifactFC,recycling bin,CB,NFB_CB_06,blue,,
3,44,Color,ArtifactFC,school bus,CB,NFB_CB_06,yellow,,
3,45,Color,ArtifactFC,stop sign,CB,NFB_CB_06,red,,
3,46,Color,ArtifactFC,wedding dress,CB,NFB_CB_06,gold,,
3,47,Color,ArtifactNFC,car,CB,NFB_CB_06,blue,,
3,48,Color,ArtifactNFC,cup,CB,NFB_CB_06,green,,
3,49,Color,ArtifactNFC,fork,CB,NFB_CB_06,blue,,
3,50,Color,ArtifactNFC,laptop,CB,NFB_CB_06,silver,,
3,51,Color,ArtifactFC,pen,CB,NFB_CB_06,blue,,
3,52,Color,ArtifactNFC,soap,CB,NFB_CB_06,blue,,
3,53,Color,ArtifactNFC,table,CB,NFB_CB_06,brown,,
3,54,Color,ArtifactNFC,towel,CB,NFB_CB_06,green,,
2,1,Color,Natural,strawberry,CB,NFB_CB_03,red,,
2,2,Color,Natural,banana,CB,NFB_CB_03,yellow,,
2,3,Color,Natural,broccoli,CB,NFB_CB_03,green,,
2,4,Color,Natural,lemon,CB,NFB_CB_03,yellow,,
2,5,Color,Natural,coal,CB,NFB_CB_03,black,,
2,6,Color,Natural,snow,CB,NFB_CB_03,white,,
2,7,Color,Natural,flamingo,CB,NFB_CB_03,pink,,
2,8,Color,Natural,elephant,CB,NFB_CB_03,grey,,
2,9,Color,Natural,ruby,CB,NFB_CB_03,red,,
2,10,Color,Natural,pearl,CB,NFB_CB_03,white,,
2,11,Color,ArtifactFC,go traffic,CB,NFB_CB_03,green,,
2,12,Color,ArtifactFC,fire truck,CB,NFB_CB_03,red,,
2,13,Color,ArtifactFC,basketball,CB,NFB_CB_03,orange,,
2,14,Color,ArtifactFC,taxi cab,CB,NFB_CB_03,yellow,,
2,15,Color,ArtifactFC,police uniform,CB,NFB_CB_03,blue,,
2,16,Color,ArtifactFC,dollar bill,CB,NFB_CB_03,green,,
2,17,Color,ArtifactFC,tennis ball,CB,NFB_CB_03,yellow,,
2,18,Color,ArtifactFC,chalkboard,CB,NFB_CB_03,black,,
2,19,Color,ArtifactNFC,toilet,CB,NFB_CB_03,blue,,
2,20,Color,ArtifactFC,street sign,CB,NFB_CB_03,red,,
2,21,Color,ArtifactNFC,pants,CB,NFB_CB_03,dark,blue,
2,22,Color,ArtifactNFC,mug,CB,NFB_CB_03,blue,,
2,23,Color,ArtifactNFC,book,CB,NFB_CB_03,black,,
2,24,Color,ArtifactNFC,purse,CB,NFB_CB_03,brown,,
2,25,Color,ArtifactFC,crayon,CB,NFB_CB_03,red,,
2,26,Color,ArtifactNFC,lunch box,CB,NFB_CB_03,yellow,,
2,27,Color,ArtifactNFC,suitcase,CB,NFB_CB_03,black,,
2,28,Color,ArtifactNFC,couch,CB,NFB_CB_03,black,,
2,29,Color,ArtifactNFC,shoes,CB,NFB_CB_03,black,,
2,30,Color,ArtifactNFC,vacuum,CB,NFB_CB_03,green,,
3,31,Color,Natural,apple,CB,NFB_CB_03,red,,
3,32,Color,Natural,blueberry,CB,NFB_CB_03,blue,,
3,33,Color,Natural,carrot,CB,NFB_CB_03,orange,,
3,34,Color,Natural,corn,CB,NFB_CB_03,yellow,,
3,35,Color,Natural,fire,CB,NFB_CB_03,red,,
3,36,Color,Natural,kiwi,CB,NFB_CB_03,green,,
3,37,Color,Natural,polar bear,CB,NFB_CB_03,white,,
3,38,Color,Natural,spinach,CB,NFB_CB_03,green,,
3,39,Color,ArtifactFC,coin,CB,NFB_CB_03,copper,,
3,40,Color,ArtifactFC,lab coat,CB,NFB_CB_03,white,,
3,41,Color,ArtifactFC,military uniform,CB,NFB_CB_03,red,white,blue
3,42,Color,ArtifactFC,paper,CB,NFB_CB_03,white,,
3,43,Color,ArtifactFC,recycling bin,CB,NFB_CB_03,blue,,
3,44,Color,ArtifactFC,school bus,CB,NFB_CB_03,yellow,,
3,45,Color,ArtifactFC,stop sign,CB,NFB_CB_03,red,,
3,46,Color,ArtifactFC,wedding dress,CB,NFB_CB_03,white,,
3,47,Color,ArtifactNFC,car,CB,NFB_CB_03,red,,
3,48,Color,ArtifactNFC,cup,CB,NFB_CB_03,clear,,
3,49,Color,ArtifactNFC,fork,CB,NFB_CB_03,silver,,
3,50,Color,ArtifactNFC,laptop,CB,NFB_CB_03,black,,
3,51,Color,ArtifactFC,pen,CB,NFB_CB_03,black,,
3,52,Color,ArtifactNFC,soap,CB,NFB_CB_03,white,,
3,53,Color,ArtifactNFC,table,CB,NFB_CB_03,black,,
3,54,Color,ArtifactNFC,towel,CB,NFB_CB_03,blue,,
2,1,Color,Natural,strawberry,CB,NFB_CB_22,IDK,,
2,2,Color,Natural,banana,CB,NFB_CB_22,IDK,,
2,3,Color,Natural,broccoli,CB,NFB_CB_22,green,,
2,4,Color,Natural,lemon,CB,NFB_CB_22,IDK,,
2,5,Color,Natural,coal,CB,NFB_CB_22,black,,
2,6,Color,Natural,snow,CB,NFB_CB_22,white,,
2,7,Color,Natural,flamingo,CB,NFB_CB_22,IDK,,
2,8,Color,Natural,elephant,CB,NFB_CB_22,IDK,,
2,9,Color,Natural,ruby,CB,NFB_CB_22,red,,
2,10,Color,Natural,pearl,CB,NFB_CB_22,silver,,
2,11,Color,ArtifactFC,go traffic,CB,NFB_CB_22,green,,
2,12,Color,ArtifactFC,fire truck,CB,NFB_CB_22,red,,
2,13,Color,ArtifactFC,basketball,CB,NFB_CB_22,yellow,,
2,14,Color,ArtifactFC,taxi cab,CB,NFB_CB_22,yellow,,
2,15,Color,ArtifactFC,police uniform,CB,NFB_CB_22,IDK,,
2,16,Color,ArtifactFC,dollar bill,CB,NFB_CB_22,NA,,
2,17,Color,ArtifactFC,tennis ball,CB,NFB_CB_22,IDK,,
2,18,Color,ArtifactFC,chalkboard,CB,NFB_CB_22,white,,
2,19,Color,ArtifactNFC,toilet,CB,NFB_CB_22,IDK,,
2,20,Color,ArtifactFC,street sign,CB,NFB_CB_22,IDK,,
2,21,Color,ArtifactNFC,pants,CB,NFB_CB_22,black,,
2,22,Color,ArtifactNFC,mug,CB,NFB_CB_22,blue,,
2,23,Color,ArtifactNFC,book,CB,NFB_CB_22,blue,,
2,24,Color,ArtifactNFC,purse,CB,NFB_CB_22,black,,
2,25,Color,ArtifactFC,crayon,CB,NFB_CB_22,red,,
2,26,Color,ArtifactNFC,lunch box,CB,NFB_CB_22,blue,,
2,27,Color,ArtifactNFC,suitcase,CB,NFB_CB_22,black,,
2,28,Color,ArtifactNFC,couch,CB,NFB_CB_22,blue,,
2,29,Color,ArtifactNFC,shoes,CB,NFB_CB_22,black,,
2,30,Color,ArtifactNFC,vacuum,CB,NFB_CB_22,IDK,,
3,31,Color,Natural,apple,CB,NFB_CB_22,yellow,,
3,32,Color,Natural,blueberry,CB,NFB_CB_22,IDK,,
3,33,Color,Natural,carrot,CB,NFB_CB_22,green,,
3,34,Color,Natural,corn,CB,NFB_CB_22,yellow,,
3,35,Color,Natural,fire,CB,NFB_CB_22,black,white,
3,36,Color,Natural,kiwi,CB,NFB_CB_22,IDK,,
3,37,Color,Natural,polar bear,CB,NFB_CB_22,black,,
3,38,Color,Natural,spinach,CB,NFB_CB_22,green,,
3,39,Color,ArtifactFC,coin,CB,NFB_CB_22,copper,,
3,40,Color,ArtifactFC,lab coat,CB,NFB_CB_22,white,,
3,41,Color,ArtifactFC,military uniform,CB,NFB_CB_22,black,,
3,42,Color,ArtifactFC,paper,CB,NFB_CB_22,white,,
3,43,Color,ArtifactFC,recycling bin,CB,NFB_CB_22,blue,,
3,44,Color,ArtifactFC,school bus,CB,NFB_CB_22,yellow,,
3,45,Color,ArtifactFC,stop sign,CB,NFB_CB_22,IDK,,
3,46,Color,ArtifactFC,wedding dress,CB,NFB_CB_22,black,,
3,47,Color,ArtifactNFC,car,CB,NFB_CB_22,white,,
3,48,Color,ArtifactNFC,cup,CB,NFB_CB_22,blue,,
3,49,Color,ArtifactNFC,fork,CB,NFB_CB_22,IDK,,
3,50,Color,ArtifactNFC,laptop,CB,NFB_CB_22,IDK,,
3,51,Color,ArtifactFC,pen,CB,NFB_CB_22,red,,
3,52,Color,ArtifactNFC,soap,CB,NFB_CB_22,white,,
3,53,Color,ArtifactNFC,table,CB,NFB_CB_22,white,,
3,54,Color,ArtifactNFC,towel,CB,NFB_CB_22,white,,
2,1,Color,Natural,strawberry,CB,NFB_CB_02,red,,
2,2,Color,Natural,banana,CB,NFB_CB_02,blue,,
2,3,Color,Natural,broccoli,CB,NFB_CB_02,green,,
2,4,Color,Natural,lemon,CB,NFB_CB_02,green,,
2,5,Color,Natural,coal,CB,NFB_CB_02,black,,
2,6,Color,Natural,snow,CB,NFB_CB_02,white,,
2,7,Color,Natural,flamingo,CB,NFB_CB_02,pink,,
2,8,Color,Natural,elephant,CB,NFB_CB_02,grey,,
2,9,Color,Natural,ruby,CB,NFB_CB_02,red,,
2,10,Color,Natural,pearl,CB,NFB_CB_02,black,,
2,11,Color,ArtifactFC,go traffic,CB,NFB_CB_02,green,,
2,12,Color,ArtifactFC,fire truck,CB,NFB_CB_02,black,,
2,13,Color,ArtifactFC,basketball,CB,NFB_CB_02,yellow,,
2,14,Color,ArtifactFC,taxi cab,CB,NFB_CB_02,yellow,,
2,15,Color,ArtifactFC,police uniform,CB,NFB_CB_02,blue,,
2,16,Color,ArtifactFC,dollar bill,CB,NFB_CB_02,NA,,
2,17,Color,ArtifactFC,tennis ball,CB,NFB_CB_02,red,,
2,18,Color,ArtifactFC,chalkboard,CB,NFB_CB_02,white,,
2,19,Color,ArtifactNFC,toilet,CB,NFB_CB_02,blue,,
2,20,Color,ArtifactFC,street sign,CB,NFB_CB_02,green,,
2,21,Color,ArtifactNFC,pants,CB,NFB_CB_02,brown,,
2,22,Color,ArtifactNFC,mug,CB,NFB_CB_02,blue,,
2,23,Color,ArtifactNFC,book,CB,NFB_CB_02,black,,
2,24,Color,ArtifactNFC,purse,CB,NFB_CB_02,black,,
2,25,Color,ArtifactFC,crayon,CB,NFB_CB_02,blue,,
2,26,Color,ArtifactNFC,lunch box,CB,NFB_CB_02,blue,,
2,27,Color,ArtifactNFC,suitcase,CB,NFB_CB_02,black,,
2,28,Color,ArtifactNFC,couch,CB,NFB_CB_02,red,,
2,29,Color,ArtifactNFC,shoes,CB,NFB_CB_02,black,,
2,30,Color,ArtifactNFC,vacuum,CB,NFB_CB_02,black,,
3,31,Color,Natural,apple,CB,NFB_CB_02,red,,
3,32,Color,Natural,blueberry,CB,NFB_CB_02,blue,,
3,33,Color,Natural,carrot,CB,NFB_CB_02,orange,,
3,34,Color,Natural,corn,CB,NFB_CB_02,yellow,,
3,35,Color,Natural,fire,CB,NFB_CB_02,red,,
3,36,Color,Natural,kiwi,CB,NFB_CB_02,yellow,,
3,37,Color,Natural,polar bear,CB,NFB_CB_02,white,,
3,38,Color,Natural,spinach,CB,NFB_CB_02,green,,
3,39,Color,ArtifactFC,coin,CB,NFB_CB_02,yellow,,
3,40,Color,ArtifactFC,lab coat,CB,NFB_CB_02,white,,
3,41,Color,ArtifactFC,military uniform,CB,NFB_CB_02,blue,,
3,42,Color,ArtifactFC,paper,CB,NFB_CB_02,white,,
3,43,Color,ArtifactFC,recycling bin,CB,NFB_CB_02,black,,
3,44,Color,ArtifactFC,school bus,CB,NFB_CB_02,yellow,,
3,45,Color,ArtifactFC,stop sign,CB,NFB_CB_02,red,,
3,46,Color,ArtifactFC,wedding dress,CB,NFB_CB_02,white,,
3,47,Color,ArtifactNFC,car,CB,NFB_CB_02,blue,,
3,48,Color,ArtifactNFC,cup,CB,NFB_CB_02,blue,,
3,49,Color,ArtifactNFC,fork,CB,NFB_CB_02,blue,,
3,50,Color,ArtifactNFC,laptop,CB,NFB_CB_02,black,,
3,51,Color,ArtifactFC,pen,CB,NFB_CB_02,black,,
3,52,Color,ArtifactNFC,soap,CB,NFB_CB_02,yellow,,
3,53,Color,ArtifactNFC,table,CB,NFB_CB_02,black,,
3,54,Color,ArtifactNFC,towel,CB,NFB_CB_02,blue,,
2,1,Color,Natural,strawberry,CB,NFB_CB_15,red,,
2,2,Color,Natural,banana,CB,NFB_CB_15,black,,
2,3,Color,Natural,broccoli,CB,NFB_CB_15,green,,
2,4,Color,Natural,lemon,CB,NFB_CB_15,yellow,,
2,5,Color,Natural,coal,CB,NFB_CB_15,black,,
2,6,Color,Natural,snow,CB,NFB_CB_15,white,,
2,7,Color,Natural,flamingo,CB,NFB_CB_15,pink,,
2,8,Color,Natural,elephant,CB,NFB_CB_15,grey,,
2,9,Color,Natural,ruby,CB,NFB_CB_15,red,,
2,10,Color,Natural,pearl,CB,NFB_CB_15,black,,
2,11,Color,ArtifactFC,go traffic,CB,NFB_CB_15,green,,
2,12,Color,ArtifactFC,fire truck,CB,NFB_CB_15,red,,
2,13,Color,ArtifactFC,basketball,CB,NFB_CB_15,yellow,,
2,14,Color,ArtifactFC,taxi cab,CB,NFB_CB_15,yellow,,
2,15,Color,ArtifactFC,police uniform,CB,NFB_CB_15,orange,,
2,16,Color,ArtifactFC,dollar bill,CB,NFB_CB_15,NA,,
2,17,Color,ArtifactFC,tennis ball,CB,NFB_CB_15,brown,,
2,18,Color,ArtifactFC,chalkboard,CB,NFB_CB_15,white,,
2,19,Color,ArtifactNFC,toilet,CB,NFB_CB_15,white,,
2,20,Color,ArtifactFC,street sign,CB,NFB_CB_15,green,,
2,21,Color,ArtifactNFC,pants,CB,NFB_CB_15,khaki,,
2,22,Color,ArtifactNFC,mug,CB,NFB_CB_15,white,,
2,23,Color,ArtifactNFC,book,CB,NFB_CB_15,black,,
2,24,Color,ArtifactNFC,purse,CB,NFB_CB_15,pink,,
2,25,Color,ArtifactFC,crayon,CB,NFB_CB_15,black,,
2,26,Color,ArtifactNFC,lunch box,CB,NFB_CB_15,green,,
2,27,Color,ArtifactNFC,suitcase,CB,NFB_CB_15,grey,,
2,28,Color,ArtifactNFC,couch,CB,NFB_CB_15,brown,,
2,29,Color,ArtifactNFC,shoes,CB,NFB_CB_15,brown,,
2,30,Color,ArtifactNFC,vacuum,CB,NFB_CB_15,brown,,
3,31,Color,Natural,apple,CB,NFB_CB_15,green,,
3,32,Color,Natural,blueberry,CB,NFB_CB_15,purple,blue,
3,33,Color,Natural,carrot,CB,NFB_CB_15,orange,,
3,34,Color,Natural,corn,CB,NFB_CB_15,yellow,,
3,35,Color,Natural,fire,CB,NFB_CB_15,black,,
3,36,Color,Natural,kiwi,CB,NFB_CB_15,brown,,
3,37,Color,Natural,polar bear,CB,NFB_CB_15,brown,,
3,38,Color,Natural,spinach,CB,NFB_CB_15,green,,
3,39,Color,ArtifactFC,coin,CB,NFB_CB_15,silver,,
3,40,Color,ArtifactFC,lab coat,CB,NFB_CB_15,orange,,
3,41,Color,ArtifactFC,military uniform,CB,NFB_CB_15,brown,,
3,42,Color,ArtifactFC,paper,CB,NFB_CB_15,white,,
3,43,Color,ArtifactFC,recycling bin,CB,NFB_CB_15,black,,
3,44,Color,ArtifactFC,school bus,CB,NFB_CB_15,yellow,,
3,45,Color,ArtifactFC,stop sign,CB,NFB_CB_15,red,,
3,46,Color,ArtifactFC,wedding dress,CB,NFB_CB_15,white,,
3,47,Color,ArtifactNFC,car,CB,NFB_CB_15,grey,,
3,48,Color,ArtifactNFC,cup,CB,NFB_CB_15,black,,
3,49,Color,ArtifactNFC,fork,CB,NFB_CB_15,silver,,
3,50,Color,ArtifactNFC,laptop,CB,NFB_CB_15,black,,
3,51,Color,ArtifactFC,pen,CB,NFB_CB_15,black,,
3,52,Color,ArtifactNFC,soap,CB,NFB_CB_15,white,,
3,53,Color,ArtifactNFC,table,CB,NFB_CB_15,brown,,
3,54,Color,ArtifactNFC,towel,CB,NFB_CB_15,white,,
2,1,Color,Natural,strawberry,CB,NFB_CB_16,red,,
2,2,Color,Natural,banana,CB,NFB_CB_16,black,,
2,3,Color,Natural,broccoli,CB,NFB_CB_16,green,,
2,4,Color,Natural,lemon,CB,NFB_CB_16,yellow,,
2,5,Color,Natural,coal,CB,NFB_CB_16,black,,
2,6,Color,Natural,snow,CB,NFB_CB_16,white,,
2,7,Color,Natural,flamingo,CB,NFB_CB_16,pink,,
2,8,Color,Natural,elephant,CB,NFB_CB_16,grey,,
2,9,Color,Natural,ruby,CB,NFB_CB_16,red,,
2,10,Color,Natural,pearl,CB,NFB_CB_16,white,,
2,11,Color,ArtifactFC,go traffic,CB,NFB_CB_16,green,,
2,12,Color,ArtifactFC,fire truck,CB,NFB_CB_16,red,,
2,13,Color,ArtifactFC,basketball,CB,NFB_CB_16,yellow,,
2,14,Color,ArtifactFC,taxi cab,CB,NFB_CB_16,black,,
2,15,Color,ArtifactFC,police uniform,CB,NFB_CB_16,blue,,
2,16,Color,ArtifactFC,dollar bill,CB,NFB_CB_16,NA,,
2,17,Color,ArtifactFC,tennis ball,CB,NFB_CB_16,orange,,
2,18,Color,ArtifactFC,chalkboard,CB,NFB_CB_16,black,,
2,19,Color,ArtifactNFC,toilet,CB,NFB_CB_16,white,,
2,20,Color,ArtifactFC,street sign,CB,NFB_CB_16,neon,,
2,21,Color,ArtifactNFC,pants,CB,NFB_CB_16,black,,
2,22,Color,ArtifactNFC,mug,CB,NFB_CB_16,white,,
2,23,Color,ArtifactNFC,book,CB,NFB_CB_16,black,,
2,24,Color,ArtifactNFC,purse,CB,NFB_CB_16,tan,,
2,25,Color,ArtifactFC,crayon,CB,NFB_CB_16,yellow,,
2,26,Color,ArtifactNFC,lunch box,CB,NFB_CB_16,purple,,
2,27,Color,ArtifactNFC,suitcase,CB,NFB_CB_16,purple,,
2,28,Color,ArtifactNFC,couch,CB,NFB_CB_16,blue,,
2,29,Color,ArtifactNFC,shoes,CB,NFB_CB_16,black,,
2,30,Color,ArtifactNFC,vacuum,CB,NFB_CB_16,black,,
3,31,Color,Natural,apple,CB,NFB_CB_16,red,,
3,32,Color,Natural,blueberry,CB,NFB_CB_16,blue,,
3,33,Color,Natural,carrot,CB,NFB_CB_16,orange,,
3,34,Color,Natural,corn,CB,NFB_CB_16,yellow,,
3,35,Color,Natural,fire,CB,NFB_CB_16,red,,
3,36,Color,Natural,kiwi,CB,NFB_CB_16,pink,,
3,37,Color,Natural,polar bear,CB,NFB_CB_16,white,,
3,38,Color,Natural,spinach,CB,NFB_CB_16,green,,
3,39,Color,ArtifactFC,coin,CB,NFB_CB_16,silver,,
3,40,Color,ArtifactFC,lab coat,CB,NFB_CB_16,white,,
3,41,Color,ArtifactFC,military uniform,CB,NFB_CB_16,red,white,blue
3,42,Color,ArtifactFC,paper,CB,NFB_CB_16,white,,
3,43,Color,ArtifactFC,recycling bin,CB,NFB_CB_16,black,,
3,44,Color,ArtifactFC,school bus,CB,NFB_CB_16,yellow,,
3,45,Color,ArtifactFC,stop sign,CB,NFB_CB_16,red,,
3,46,Color,ArtifactFC,wedding dress,CB,NFB_CB_16,white,,
3,47,Color,ArtifactNFC,car,CB,NFB_CB_16,black,,
3,48,Color,ArtifactNFC,cup,CB,NFB_CB_16,red,,
3,49,Color,ArtifactNFC,fork,CB,NFB_CB_16,silver,,
3,50,Color,ArtifactNFC,laptop,CB,NFB_CB_16,black,,
3,51,Color,ArtifactFC,pen,CB,NFB_CB_16,black,,
3,52,Color,ArtifactNFC,soap,CB,NFB_CB_16,white,,
3,53,Color,ArtifactNFC,table,CB,NFB_CB_16,white,,
3,54,Color,ArtifactNFC,towel,CB,NFB_CB_16,blue,,
2,1,Color,Natural,strawberry,CB,NFB_CB_18,red,,
2,2,Color,Natural,banana,CB,NFB_CB_18,green,,
2,3,Color,Natural,broccoli,CB,NFB_CB_18,white,,
2,4,Color,Natural,lemon,CB,NFB_CB_18,white,,
2,5,Color,Natural,coal,CB,NFB_CB_18,black,,
2,6,Color,Natural,snow,CB,NFB_CB_18,white,,
2,7,Color,Natural,flamingo,CB,NFB_CB_18,pink,,
2,8,Color,Natural,elephant,CB,NFB_CB_18,grey,,
2,9,Color,Natural,ruby,CB,NFB_CB_18,red,,
2,10,Color,Natural,pearl,CB,NFB_CB_18,green,,
2,11,Color,ArtifactFC,go traffic,CB,NFB_CB_18,green,,
2,12,Color,ArtifactFC,fire truck,CB,NFB_CB_18,red,,
2,13,Color,ArtifactFC,basketball,CB,NFB_CB_18,yellow,,
2,14,Color,ArtifactFC,taxi cab,CB,NFB_CB_18,yellow,,
2,15,Color,ArtifactFC,police uniform,CB,NFB_CB_18,blue,,
2,16,Color,ArtifactFC,dollar bill,CB,NFB_CB_18,NA,,
2,17,Color,ArtifactFC,tennis ball,CB,NFB_CB_18,green,,
2,18,Color,ArtifactFC,chalkboard,CB,NFB_CB_18,black,,
2,19,Color,ArtifactNFC,toilet,CB,NFB_CB_18,green,,
2,20,Color,ArtifactFC,street sign,CB,NFB_CB_18,red,,
2,21,Color,ArtifactNFC,pants,CB,NFB_CB_18,blue,,
2,22,Color,ArtifactNFC,mug,CB,NFB_CB_18,green,,
2,23,Color,ArtifactNFC,book,CB,NFB_CB_18,black,,
2,24,Color,ArtifactNFC,purse,CB,NFB_CB_18,green,,
2,25,Color,ArtifactFC,crayon,CB,NFB_CB_18,blue,,
2,26,Color,ArtifactNFC,lunch box,CB,NFB_CB_18,red,,
2,27,Color,ArtifactNFC,suitcase,CB,NFB_CB_18,red,,
2,28,Color,ArtifactNFC,couch,CB,NFB_CB_18,red,,
2,29,Color,ArtifactNFC,shoes,CB,NFB_CB_18,black,,
2,30,Color,ArtifactNFC,vacuum,CB,NFB_CB_18,green,,
3,31,Color,Natural,apple,CB,NFB_CB_18,red,,
3,32,Color,Natural,blueberry,CB,NFB_CB_18,blue,,
3,33,Color,Natural,carrot,CB,NFB_CB_18,green,,
3,34,Color,Natural,corn,CB,NFB_CB_18,green,,
3,35,Color,Natural,fire,CB,NFB_CB_18,red,,
3,36,Color,Natural,kiwi,CB,NFB_CB_18,white,,
3,37,Color,Natural,polar bear,CB,NFB_CB_18,black,,
3,38,Color,Natural,spinach,CB,NFB_CB_18,red,,
3,39,Color,ArtifactFC,coin,CB,NFB_CB_18,green,,
3,40,Color,ArtifactFC,lab coat,CB,NFB_CB_18,white,,
3,41,Color,ArtifactFC,military uniform,CB,NFB_CB_18,white,,
3,42,Color,ArtifactFC,paper,CB,NFB_CB_18,white,,
3,43,Color,ArtifactFC,recycling bin,CB,NFB_CB_18,green,,
3,44,Color,ArtifactFC,school bus,CB,NFB_CB_18,white,,
3,45,Color,ArtifactFC,stop sign,CB,NFB_CB_18,red,,
3,46,Color,ArtifactFC,wedding dress,CB,NFB_CB_18,red,,
3,47,Color,ArtifactNFC,car,CB,NFB_CB_18,red,,
3,48,Color,ArtifactNFC,cup,CB,NFB_CB_18,red,,
3,49,Color,ArtifactNFC,fork,CB,NFB_CB_18,yellow,,
3,50,Color,ArtifactNFC,laptop,CB,NFB_CB_18,black,,
3,51,Color,ArtifactFC,pen,CB,NFB_CB_18,red,,
3,52,Color,ArtifactNFC,soap,CB,NFB_CB_18,black,,
3,53,Color,ArtifactNFC,table,CB,NFB_CB_18,red,,
3,54,Color,ArtifactNFC,towel,CB,NFB_CB_18,red,,
2,1,Color,Natural,strawberry,CB,NFB_CB_13,red,,
2,2,Color,Natural,banana,CB,NFB_CB_13,white,,
2,3,Color,Natural,broccoli,CB,NFB_CB_13,green,,
2,4,Color,Natural,lemon,CB,NFB_CB_13,yellow,,
2,5,Color,Natural,coal,CB,NFB_CB_13,black,,
2,6,Color,Natural,snow,CB,NFB_CB_13,white,,
2,7,Color,Natural,flamingo,CB,NFB_CB_13,white,,
2,8,Color,Natural,elephant,CB,NFB_CB_13,brown,,
2,9,Color,Natural,ruby,CB,NFB_CB_13,red,,
2,10,Color,Natural,pearl,CB,NFB_CB_13,white,,
2,11,Color,ArtifactFC,go traffic,CB,NFB_CB_13,green,,
2,12,Color,ArtifactFC,fire truck,CB,NFB_CB_13,red,,
2,13,Color,ArtifactFC,basketball,CB,NFB_CB_13,yellow,,
2,14,Color,ArtifactFC,taxi cab,CB,NFB_CB_13,yellow,,
2,15,Color,ArtifactFC,police uniform,CB,NFB_CB_13,red,,
2,16,Color,ArtifactFC,dollar bill,CB,NFB_CB_13,NA,,
2,17,Color,ArtifactFC,tennis ball,CB,NFB_CB_13,red,,
2,18,Color,ArtifactFC,chalkboard,CB,NFB_CB_13,white,,
2,19,Color,ArtifactNFC,toilet,CB,NFB_CB_13,white,,
2,20,Color,ArtifactFC,street sign,CB,NFB_CB_13,neon,,
2,21,Color,ArtifactNFC,pants,CB,NFB_CB_13,blue,,
2,22,Color,ArtifactNFC,mug,CB,NFB_CB_13,white,,
2,23,Color,ArtifactNFC,book,CB,NFB_CB_13,white,,
2,24,Color,ArtifactNFC,purse,CB,NFB_CB_13,blue,,
2,25,Color,ArtifactFC,crayon,CB,NFB_CB_13,blue,,
2,26,Color,ArtifactNFC,lunch box,CB,NFB_CB_13,red,,
2,27,Color,ArtifactNFC,suitcase,CB,NFB_CB_13,blue,,
2,28,Color,ArtifactNFC,couch,CB,NFB_CB_13,brown,,
2,29,Color,ArtifactNFC,shoes,CB,NFB_CB_13,black,,
2,30,Color,ArtifactNFC,vacuum,CB,NFB_CB_13,white,,
3,31,Color,Natural,apple,CB,NFB_CB_13,red,,
3,32,Color,Natural,blueberry,CB,NFB_CB_13,blue,,
3,33,Color,Natural,carrot,CB,NFB_CB_13,orange,,
3,34,Color,Natural,corn,CB,NFB_CB_13,yellow,,
3,35,Color,Natural,fire,CB,NFB_CB_13,red,,
3,36,Color,Natural,kiwi,CB,NFB_CB_13,orange,,
3,37,Color,Natural,polar bear,CB,NFB_CB_13,white,,
3,38,Color,Natural,spinach,CB,NFB_CB_13,yellow,,
3,39,Color,ArtifactFC,coin,CB,NFB_CB_13,silver,,
3,40,Color,ArtifactFC,lab coat,CB,NFB_CB_13,white,,
3,41,Color,ArtifactFC,military uniform,CB,NFB_CB_13,red,,
3,42,Color,ArtifactFC,paper,CB,NFB_CB_13,white,,
3,43,Color,ArtifactFC,recycling bin,CB,NFB_CB_13,red,,
3,44,Color,ArtifactFC,school bus,CB,NFB_CB_13,yellow,,
